업체구분,업체명,지번 주소,도로명 주소,위도,경도,연락처
관광지,동구래마을,강원 화천군 하남면 원천리 650-2,강원 화천군 하남면 호수길 329,38.04096634,127.6638683,033-440-2361
관광지,드라마 도깨비 촬영지,강원 강릉시 주문진읍 교항리 81-32,강원 강릉시 주문진읍 해안로 1609,37.87955118,128.8335549,
관광지,등대해수욕장,강원 속초시 영량동 148-188,강원 속초시 영랑해안길 37,38.21360489,128.6006263,033-639-2830
관광지,또멍냥,강원 홍천군 홍천읍 연봉중앙로 50-1,,37.68219628,127.8780459,
관광지,막동계곡,강원 평창군 진부면 막동리 250-1,,37.53593302,128.5660396,033-330-2607
관광지,망상해변,강원 동해시 망상동 393-100,강원 동해시 동해대로 6270-10,37.59225327,129.0896922,033-530-2234
관광지,맹방해변,강원 삼척시 근덕면 하맹방리 221-19,강원 삼척시 근덕면 맹방해변로 228-239,37.38975176,129.2319772,033-572-3011
관광지,멍비치,강원 양양군 현남면 광진리 78-20,,37.95332631,128.7728595,
관광지,명파해변,강원 고성군 현내면 명파리 230-29,강원 고성군 현내면 명파4길 47,38.54353862,128.4054307,033-680-3356
관광지,모래시계공원,강원 강릉시 강동면 정동진리 6-2,,37.68699969,129.0381763,033-640-4536
관광지,묵호등대,강원 동해시 묵호진동 4-109,강원 동해시 해맞이길 300,37.55384198,129.1181581,033-531-3258
관광지,물길로,강원 춘천시 송암동 684,,37.85579048,127.6853596,033-251-9600
관광지,물무리골생태습지,강원 영월군 영월읍 영흥리 산131-1,강원 영월군 영월읍 영월로 1713-12,37.19724469,128.4501969,1577-0545
관광지,민둥산,강원 정선군 남면 무릉리,,37.25025999,128.7816989,1544-9053
관광지,반계리 은행나무,강원 원주시 문막읍 반계리 1495-1,,37.29420807,127.7884224,
관광지,보스의 하루,,강원 영월군 영월읍 단종로 16번길 45,37.18511529,128.4708289,
관광지,붕어섬,강원 화천군 화천읍 하리 165,,38.09715494,127.6937166,033-440-2575
관광지,사근진해변,강원 강릉시 안현동 12,,37.81250898,128.8983444,033-660-3978
관광지,사근진해중공원 전망대,강원 강릉시 안현동 2-7,강원 강릉시 해안로604번길 16,37.81272232,128.8988738,
관광지,사천진항,강원 강릉시 사천면 사천진리 2-95,강원 강릉시 사천면 진리해변길 68-23,37.83654014,128.8783325,033-640-4414
관광지,사천해변,강원 강릉시 사천면 방동리 68-1,강원 강릉시 사천면 해안로 877,37.82915762,128.8777795,033-640-5422
관광지,삼척 미로정원,강원 삼척시 미로면 내미로리 167,강원 삼척시 미로면 동안로 540,37.44403349,129.0712384,033-575-4846
관광지,삼척 장미공원,강원 삼척시 정상동 232,,37.43347057,129.1766732,033-570-4065
관광지,서오지리 연꽃단지,강원 화천군 하남면 서오지리 25-15,강원 화천군 하남면 건넌들길 97,38.04164244,127.6542804,033-440-2952
관광지,서피비치,강원 양양군 현북면 중광정리 508,강원 양양군 현북면 하조대해안길 119,38.02775348,128.7175212,1522-2729
관광지,선돌,강원 영월군 영월읍 방절리 산 122,,37.20557108,128.4340853,1577-0545
관광지,설악 해맞이 공원,강원 속초시 동해대로 3664,,38.16315214,128.6085151,033-639-2422
관광지,설악해맞이공원,강원 속초시 대포동 178-9,강원 속초시 동해대로 3664,38.16315084,128.6085311,033-639-2422
관광지,설악해수욕장,강원 양양군 강현면 전진2리,강원 양양군 강현면 동해대로 3254,38.12420744,128.6299653,033-670-2518
관광지,세계평화의종공원,강원 화천군 화천읍 동촌리 2917-9,강원 화천군 화천읍 평화로 3481-143,38.21061647,127.851844,033-440-2318
관광지,소돌해변,강원 강릉시 주문진읍 주문리 800-3,강원 강릉시 주문진읍 해안로 1993,37.90680516,128.8266664,033-661-5692
관광지,소양강댐,강원 춘천시 신북읍 천전리 산73-18,,37.94747984,127.8129993,033-242-2455
관광지,속초 관광수산시장,강원 속초시 중앙동 474-13,강원 속초시 중앙로147번길 12,38.2039889,128.5905524,
관광지,속초시 반려견놀이터,강원 속초시 장사동 산 38-4,,38.21446224,128.5692584,033-639-2391
관광지,송정해변,강원 강릉시 송정동 1,강원 강릉시 송정길30번안길 20-3,37.77679581,128.9371999,033-640-5422
관광지,순긋해변,강원 강릉시 안현동 234-7,강원 강릉시 해안로 682-5,37.81675944,128.8931036,033-640-4414
관광지,순수양떼목장,강원 평창군 대관령면 횡계리 산2-45,강원 평창군 대관령면 오목길 152,37.65885258,128.7197653,033-335-1497
관광지,순포해변,강원 강릉시 사천면 산대월리 산 1,,37.82284256,128.8859931,033-640-4757
관광지,아들바위공원,강원 강릉시 주문진읍 주문리 791-47,,37.90588059,128.8301068,033-1330
관광지,아라리공원,강원 정선군 정선읍 봉양리 362-5,,37.3791473,128.6667196,
관광지,아를테마수목원,강원 화천군 하남면 거례리 514-1,,38.07199798,127.6886194,033-440-2575
관광지,아름들 반려견쉼터,강원 원주시 흥업면 흥업리 222,,37.29566456,127.9251417,
관광지,아바이마을,강원 속초시 청호동 1076,강원 속초시 청호로 122,38.20061796,128.5948075,033-633-3171
관광지,아야진 해변,강원 고성군 토성면 아야진리 230-6,강원 고성군 토성면 아야진해변길 157,38.27651142,128.5527621,033-680-3356
관광지,아우라지,강원 정선군 여량면 여량리 726,,37.47712868,128.7220744,1544-9053
관광지,안목해변,강원 강릉시 견소동 286-8,강원 강릉시 창해로14번길 3,37.77365175,128.9459974,033-660-3887
관광지,안인항,강원 강릉시 강동면 안인진리 314-2,강원 강릉시 강동면 안인진길 47,37.73609022,128.988591,033-660-3598
관광지,양구꽃섬,강원 양구군 양구읍 하리 589-4,,38.11469506,127.9847824,033-480-2176
관광지,영금정,강원 속초시 동명동 1-185,강원 속초시 영금정로 43,38.2118456,128.6014382,033-639-2690
관광지,영원산성,강원 원주시 판부면 금대리 1388,강원 원주시 판부면 영원산성길 685,37.30548316,128.0308701,033-742-2111
관광지,영진항,강원 강릉시 연곡면 영진리 2-3,,37.86801257,128.8479445,033-660-3682
관광지,영진해변,강원 강릉시 연곡면 영진리 72-2,,37.86895106,128.8450214,033-640-5422
관광지,요선암 돌개구멍,강원 영월군 무릉도원면 무릉리 1057,강원 영월군 무릉도원면 도원운학로 13-39,37.29727759,128.2618964,033-560-2379
관광지,요선암 요선정,강원 영월군 무릉도원면 무릉리 1057,강원 영월군 무릉도원면 도원운학로 13-39,37.29727759,128.2618964,033-370-2931
관광지,월화거리,강원 강릉시 성남동 44-16,강원 강릉시 금성로 11번길 9,37.75414048,128.8997378,033-640-5643
관광지,은하수교,강원 철원군 동송읍 장흥리 2471,강원 철원군 동송읍 한탄강길 112,38.19977388,127.2775145,033-450-5114
관광지,장전계곡,강원 평창군 진부면 장전리 산1,강원 평창군 진부면 장전길 435-2,37.47730215,128.5417936,033-330-2607
관광지,장호항,강원 삼척시 근덕면 장호리 3-1,강원 삼척시 근덕면 장호항길 99,37.28643781,129.3178991,033-572-3011
관광지,장호해변,강원 삼척시 근덕면 장호리 413-8,,37.28583179,129.3147671,033-572-3011
관광지,젊은달와이파크,강원 영월군 주천면 주천리 1376-36,강원 영월군 주천면 송학주천로 1467-9,37.27400332,128.2692247,033-372-9411
관광지,정동진,강원 강릉시 강동면 정동진리 328-13,,37.69471431,129.0109086,033-640-4536
관광지,정선 병방치 스카이워크,,강원 정선군 정선읍 병방치길 225,37.36235954,128.6354267,033-563-4100
관광지,정암해수욕장,강원 양양군 강현면 정암리 3,,38.14030207,128.6141954,
관광지,주문진항,강원 강릉시 주문진읍 주문리 312-512,강원 강릉시 주문진읍 해안로 1758-22,37.89191073,128.8302025,033-660-3438
관광지,주문진해변,강원 강릉시 주문진읍 향호리 8-17,강원 강릉시 주문진읍 주문북로 210,37.91013153,128.8176761,033-640-5422
관광지,죽도정,강원 양양군 현남면 인구리 1-17,강원 양양군 현남면 인구항길 24,37.97134592,128.7626748,033-670-2397
관광지,죽도해수욕장,강원 양양군 현남면 시변리 33-38,,37.97215912,128.7616571,033-670-2397
관광지,지경리해수욕장,강원 양양군 현남면 지경리 22-6,,37.9239813,128.7993429,033-671-4568
관광지,직탕폭포,강원 철원군 동송읍 장흥리 336,강원 철원군 동송읍 직탕길 94,38.2092574,127.2653702,033-450-5534
관광지,청초호 호수공원,강원 속초시 조양동 1544-2,강원 속초시 철새길 76,38.19192935,128.5865289,033-639-2422
관광지,촛대바위,강원 동해시 추암동 474-6,강원 동해시 촛대바위길 17-1,37.47899434,129.1586323,033-530-2801
관광지,추암조각공원,강원 동해시 추암동 산72,,37.47991814,129.1568824,033-530-2478
관광지,추암촛대바위,,강원 동해시 촛대바위길 17-1,37.4789948,129.1586319,033-530-2801
관광지,추암해변,강원 동해시 추암동 1,강원 동해시 촛대바위길 26,37.47725691,129.1591779,033-539-8825
관광지,춘천댐,강원 춘천시 서면 오월리 산12-34,,37.96558831,127.6398848,033-245-2211
관광지,통일전망대,강원 고성군 현내면 마차진리 188,강원 고성군 현내면 금강산로 481,38.51438609,128.416703,033-682-0088
관광지,파로호 하트섬,강원 화천군 간동면 도송리 481,,38.064636,127.7952162,
관광지,펫힐링달빛동물원,강원 영월군 남면 연당리 662-2,,37.1745754,128.4017911,033-373-0995
관광지,평화의 댐,강원 화천군 화천읍 동촌리 2921,강원 화천군 화천읍 평화로 3481-18,38.21366506,127.8461595,033-480-1512
관광지,하늘길,강원 정선군 고한읍 고한리 424,강원 정선군 고한읍 고한7길 399,37.17423577,128.8425632,1588-7789
관광지,하조대전망대,강원 양양군 현북면 하광정리 65-4,강원 양양군 현북면 하륜길 54,38.02181654,128.7283714,033-672-5647
관광지,하조대해수욕장,강원 양양군 현북면 하광정리 80-2,,38.02295226,128.7250689,033-672-5647
관광지,하평해변,강원 강릉시 사천면 사천진리 266-1,강원 강릉시 사천면 진리해변길 155,37.84414459,128.8719605,033-660-3658
관광지,한반도섬 자연습지,강원 양구군 양구읍 고대리 647-1,강원 양구군 양구읍 한반도섬길 76,38.1306367,127.9828072,033-480-2251
관광지,한반도지형,강원 영월군 한반도면 옹정리 466-10,강원 영월군 한반도면 선암길 66-9,37.22256105,128.3468696,1577-0545
관광지,해피플레이스애견비치,강원 양양군 현북면 잔교리 41-10,강원 양양군 현북면 동해대로 1242,38.00446935,128.7323468,
관광지,행구수변공원,강원 원주시 행구동 1029,강원 원주시 행구로 362,37.34238325,127.996726,033-742-2111
관광지,허브나라농원,강원 평창군 봉평면 흥정리 302-7,강원 평창군 봉평면 흥정계곡길 225,37.63580936,128.3426513,033-335-2902
관광지,화진포의 성 김일성 별장,강원 고성군 거진읍 화포리 530-1,강원 고성군 거진읍 화진포길 280,38.47250515,128.4430602,033-680-3363
관광지,횡성호수길5구간,강원 횡성군 갑천면 구방리 512,강원 횡성군 갑천면 태기로구방5길 40,37.54555631,128.0670139,033-345-9657
관광지,휴휴암,강원 양양군 현남면 광진리 1,강원 양양군 현남면 광진2길 3-16,37.96106629,128.7673675,"033-671-0093, 033-671-0094"
