업체구분,업체명,지번 주소,도로명 주소,위도,경도,연락처
식음료,브라더조개,강원 강릉시 해안로 292 4호,,37.79131647,128.9201831,0507-1433-0364
식음료,브라질,강원 강릉시 연곡면 영진리 72-14,강원 강릉시 연곡면 해안로 1439,37.86826637,128.8463119,033-662-1259
식음료,비치얼스,강원 양양군 현북면 하광정리 95,강원 양양군 현북면 하조대4길 32,38.02234842,128.7229631,
식음료,빵공장 라뜰리에 김가 원주점,강원 원주시 행구동 1347-17,강원 원주시 행구로 314,37.34292243,127.9906741,033-735-5677
식음료,삐삐라떼,강원 동해시 북평동 214-3,강원 동해시 전천로 235-21,37.48165864,129.1169257,
식음료,사농동334,강원 춘천시 사농동 334,강원 춘천시 영서로 2949-13,37.91525435,127.7202724,
식음료,사진정원,강원 원주시 소초면 흥양리 247,강원 원주시 소초면 황골로 426,37.36471217,128.0065253,
식음료,산일리오,강원 횡성군 둔내면 경강로 5339,,37.56492507,128.2251264,
식음료,샘토명물닭갈비,강원 춘천시 신북읍 천전리 68-2,강원 춘천시 신북읍 신샘밭로 729,37.93136017,127.7903766,
식음료,세계주류마켓,강원 춘천시 동내면 학곡리 5-63,강원 춘천시 동내면 순환대로 630,37.83984386,127.7621803,
식음료,세레니타,강원 강릉시 교동 711-13,강원 강릉시 율곡로 3034,37.7731495,128.8902565,033-641-3475
식음료,셰프스키친,강원 홍천군 서면 팔봉리 1290-2,강원 홍천군 서면 한치골길 262,37.65233706,127.6873348,033-439-7437
식음료,솔길따라,강원 춘천시 동면 만천리 395-6,강원 춘천시 동면 도토골길 62,37.8825971,127.772977,
식음료,솔솔밀크티,강원 동해시 망상동 363-1,강원 동해시 망상길 43,37.59104778,129.0887659,
식음료,솜밤,강원 원주시 판부면 금대리 756-2,강원 원주시 판부면 치악로 939,37.27960707,128.0046352,070-4240-6740
식음료,순풍포장마차,강원 속초시 청초호반로 312-1,,38.20210669,128.5913135,0507-1339-6611
식음료,쉬러와,강원 춘천시 신북읍 지내리 473,강원 춘천시 신북읍 지내고탄로 246,37.95182768,127.7309014,033-242-6039
식음료,스끼다시천국,강원 속초시 동명동 1-192,강원 속초시 영랑해안길 11,38.21290289,128.6007913,033-631-1090
식음료,스누피자,,강원 양양군 강현면 복골길269번길 16-6,38.14485264,128.5586575,033-671-6726
식음료,스웨이,강원 강릉시 안현동 94-143,강원 강릉시 경포로 489-6,37.80400734,128.9047496,
식음료,슬로우데이,,강원 춘천시 신북읍 배후령1길 70,37.93735442,127.7772457,0507-1364-2742
식음료,시도네과자상점,,강원 원주시 소삼터길 10-14,37.34569809,127.9355006,0507-1394-0640
식음료,시즈온,강원 원주시 반곡동 1848-3,강원 원주시 양지뜰4길 1-2,37.32731812,127.9824148,
식음료,시크릿가든,강원 홍천군 화촌면 성산로 162,,37.77167187,127.9687323,
식음료,신리광장,강원 강릉시 주문진읍 교항리 375-2,강원 강릉시 주문진읍 신리천로 79,37.88264744,128.8224081,033-662-7977
식음료,신북청 아바이순대,강원 속초시 청호동 874,강원 속초시 아바이마을길 7-2,38.20226336,128.5937287,033-638-4687
식음료,신세계춘천정통닭갈비,강원 춘천시 신북읍 율문리 37-161,강원 춘천시 신북읍 신샘밭로 388-8,37.92547453,127.7534347,033-244-7575
식음료,신피디통큰,강원 속초시 중앙동 480,강원 속초시 청초호반로 322,38.20272174,128.5920527,033-638-3805
식음료,썸머키친,강원 강릉시 지변동 310,강원 강릉시 죽헌길 67-6,37.77495417,128.8750875,070-7724-5636
식음료,아기사자,강원 원주시 지정면 간현리 287-3,강원 원주시 지정면 오얏길 56,37.33764862,127.8470671,033-733-0208
식음료,아늑한옥,강원 원주시 신림면 성남리 401-1,강원 원주시 신림면 아랫성남길 26,37.2603271,128.0840486,070-7372-6950
식음료,아울러,,강원 춘천시 뱀내길 6,37.87206182,127.7078026,
식음료,아임파인쉬림프,강원 속초시 중앙동 473-20,강원 속초시 중앙로129번길 34,38.20416297,128.5896257,033-638-0608
식음료,어도러블독,강원 홍천군 홍천읍 갈마곡리 426-2,강원 홍천군 홍천읍 홍천로 491,37.6971734,127.8947295,033-433-3631
식음료,어리틀빗,,강원 속초시 바람꽃마을길 157,38.19754096,128.5250145,0507-1448-0716
식음료,어반그린,강원 춘천시 서면 현암리 578-5,강원 춘천시 서면 박사로 732,37.88437077,127.683179,
식음료,에를레프니스,강원 춘천시 동면 만천로 84,,37.88063553,127.7652301,070-4239-4222
식음료,엠꼼마카롱,강원 강릉시 임당동 103-3,강원 강릉시 경강로2115번길 15,37.75698167,128.8966894,070-8870-8485
식음료,예당앤다울펫,강원 춘천시 신북읍 신북로 153,,37.93925257,127.7514074,
식음료,옛날초당순두부,강원 강릉시 운정동 334-2,강원 강릉시 운정길 141,37.78671825,128.8927787,033-645-0557
식음료,오대양수산,강원 양양군 현북면 하광정리 628-1,강원 양양군 현북면 하조대해안길 11,38.02148572,128.7262525,033-673-5542
식음료,오대양횟집,강원 속초시 장사동 548-7,강원 속초시 장사항해안길 58,38.22664409,128.5880191,033-635-8385
식음료,와룽빠뜨릭,강원 양양군 현남면 동산리 134-2,강원 양양군 현남면 동산큰길 44-3,37.97959866,128.7603308,033-673-8492
식음료,용산559,강원 춘천시 신북읍 용산리 559,강원 춘천시 신북읍 용산길 191-21,37.95979135,127.7141629,
식음료,우밀타,강원 원주시 반곡동 1852-2,강원 원주시 양지뜰4길 6,37.32734767,127.9830123,
식음료,유2버호프,강원 원주시 무실동 1850-4,강원 원주시 능라동길 34-1,37.33341057,127.9291513,033-735-9006
식음료,윤스빈,강원 영월군 영월읍 하송리 184-46,강원 영월군 영월읍 분수대길 64,37.1806088,128.4651649,033-375-3077
식음료,이르레,,강원 춘천시 동면 금베이길 63,37.8761963,127.7854622,0507-1350-8783
식음료,인더가든,강원 인제군 남면 신남리 513-1,강원 인제군 남면 삼팔선로 2115,37.96753479,128.0777205,033-461-6248
식음료,인디언독,강원 춘천시 동면 만천리 332-7,강원 춘천시 동면 만천양지길 147-1,37.89015143,127.7695917,033-253-2250
식음료,좋은날N,강원 강릉시 강문동 27-23,강원 강릉시 해안로 280,37.7905472,128.9209372,033-651-9980
식음료,좋은날케이크,"강원 평창군 진부면 청송로 88-11, 1층",,37.63611648,128.5564006,0507-1368-3631
식음료,준독라운지,,강원 춘천시 효자로150번길 11-1,37.87596149,127.7365613,033-254-0045
식음료,초이랑,강원 춘천시 신북읍 천전리 115-1,강원 춘천시 신북읍 배후령길 9,37.93078101,127.7815219,033-252-5556
식음료,추암대게,강원 동해시 추암동 1-9,강원 동해시 촛대바위길 18,37.47780164,129.1588039,
식음료,춘천통나무집닭갈비,강원 춘천시 신북읍 신샘밭로 763,,37.93311389,127.7932958,033-241-5999
식음료,카사데인제,강원 인제군 남면 신남로 17-93,,37.96077911,128.0720259,0507-1305-4898
식음료,커멍커멍,강원 춘천시 동산면 원창리 880-1,강원 춘천시 동산면 새술막길 691,37.78616622,127.7560867,033-262-0599
식음료,쿠키멍스터,강원 춘천시 운교동 184-5,강원 춘천시 춘천로185번길 15,37.87774826,127.7340299,070-8800-3925
식음료,크렘미엘,,강원 원주시 화실건너들길 22,37.34514711,127.9816778,0507-1342-9008
식음료,탐앤탐스 영월점,강원 영월군 영월읍 삼옥리 1646-6,강원 영월군 영월읍 동강로 100,37.19160971,128.5019794,033-375-3920
식음료,테라스의아침,강원 홍천군 서면 팔봉리 83-3,강원 홍천군 서면 팔봉강변길 217,37.69713728,127.7103616,
식음료,파머스가든,강원 춘천시 신북읍 율문리 37-77,강원 춘천시 신북읍 신샘밭로 380,37.9252032,127.7530231,033-241-0505
식음료,패티김 강릉,"강원 강릉시 난설헌로 201, 1층",,37.79121422,128.9117993,0507-1333-0941
식음료,퍼피쿵,강원 춘천시 퇴계동 802-5,강원 춘천시 안마산로 34-17,37.8567333,127.7202741,
식음료,펫타운,강원 원주시 판부면 금대리 893-2,강원 원주시 판부면 치악로 1071,37.28836593,127.9947534,
식음료,풀내음,강원 평창군 봉평면 원길리 763-5,강원 평창군 봉평면 메밀꽃길 13,37.61485282,128.3712418,033-335-0034
식음료,풍어횟집,강원 고성군 죽왕면 오호리 29-6,강원 고성군 죽왕면 심층수길 40-12,38.32720068,128.5290913,033-632-8582
식음료,피빙,강원 양양군 현남면 시변리 38-9,강원 양양군 현남면 인구중앙길 79,37.97152628,128.7594613,
식음료,피앤비코,,강원 강릉시 창해로14번길 22-1,37.77244957,128.9473991,033-651-2600
식음료,피자씨,강원 속초시 중앙로 300 (영랑동 131-153),,38.21573279,128.5946511,0507-1359-1064
식음료,하루숯불생고기,강원 춘천시 석사동 34-6,강원 춘천시 세실로 100-32,37.86591971,127.7618478,033-261-6655
식음료,하쿠나마타타,강원 삼척시 근덕면 용화리 301-6,강원 삼척시 근덕면 삼척로 2246,37.28823325,129.29906,033-575-7319
식음료,해녀횟집,강원 양양군 현남면 남애리 6-51,강원 양양군 현남면 매바위길 163,37.94562035,128.7850447,033-671-7474
식음료,헤이요거,,강원 춘천시 우석로4번길 63,37.86223278,127.7487382,0507-1329-1633
식음료,현대아바이순대,강원 속초시 금호동 473-110,강원 속초시 중앙로129번길 35,38.20423773,128.5894,033-633-6879
식음료,홍시,강원 홍천군 서면 한서로 1774,,37.63570342,127.6486139,0507-1315-0339
식음료,홍천원조화로구이,강원 홍천군 서면 굴업리 361-7,강원 홍천군 서면 한서로 2167,37.61492505,127.6741523,033-432-8592
식음료,화이트크로우 탭하우스,,강원 강릉시 관솔길 12번길 14-3,37.73997682,128.8676215,033-645-7179
식음료,화이트클라우드,강원 원주시 판부면 서곡리 1375-1,강원 원주시 판부면 백운정윗길 27,37.28883077,127.9375892,033-765-0999
식음료,황가네숯불꾸이꾸이,강원 영월군 영월읍 영흥리 904-1,강원 영월군 영월읍 중앙로 84,37.18327211,128.4730454,033-372-9182
식음료,횡성고향한우,강원 원주시 지정면 보통리 166,강원 원주시 지정면 질마재로 49,37.35020892,127.87782,033-747-8658
식음료,흰다정,강원 속초시 동명동 450-238,강원 속초시 수복로 248,38.20930874,128.5913445,070-8830-9322
식음료,수상한 베이글 홍대,,,37.555071,126.923825,
식음료,마일드하이클럽,,,37.52668,127.035405,
