업체구분,업체명,지번 주소,도로명 주소,위도,경도,연락처
동물병원,다나동물병원,,강원 원주시 무실본동길 56 (무실동),37.33738859,127.9326531,033-563-6563
동물병원,다솜동물병원,"강원 원주시 봉화서부로 22, 1층 (단계동)",,37.35659587,127.9189214,033-748-8275
동물병원,닥터각동물병원,강원 춘천시 퇴계동 171-5,,37.85396429,127.7377927,033-261-2524
동물병원,대명동물병원,강원 양양군 양양읍 남문리 168-2,강원 양양군 양양읍 남문로 19-1,38.07369573,128.6202171,033-673-4004
동물병원,도그빌동물병원,강원 강릉시 교동 225-12,강원 강릉시 명륜로 23-1,37.7621384,128.8959425,033-645-2289
동물병원,동주동물병원,강원 철원군 동송읍 이평리 685-32,강원 철원군 동송읍 이평2로 17,38.20683113,127.2212374,033-455-7518
동물병원,동해동물병원,강원 동해시 천곡동 886,강원 동해시 중앙로 214,37.51992764,129.1157695,033-532-7886
동물병원,두루동물병원,"강원 원주시 만대로 166, 102호 (무실동)",,37.33367951,127.9223478,033-744-6722
동물병원,두타동물병원,강원 삼척시 남양동 18-16,강원 삼척시 중앙로 245-2,37.44522975,129.1676189,033-574-0775
동물병원,로얄종합동물병원,강원 원주시 남원로 655 (명륜동),,37.3413637,127.9534391,033-766-8230
동물병원,마루종합동물병원,"강원 원주시 무실로 182, 106호 (단계동)",,37.34145438,127.9392644,033-742-7582
동물병원,문막동물병원,,"강원 원주시 문막읍 구암길 7, 1층",37.31829776,127.8291363,033-735-7582
동물병원,문혜동물병원,강원 철원군 갈말읍 군탄리 447-12,강원 철원군 갈말읍 명성로 279,38.15635794,127.3089982,033-452-5894
동물병원,반곡동 작은동물병원,,강원 원주시 오리현길 22(반곡동),37.33904542,127.9683703,033-747-0075
동물병원,베스트동물병원,강원 강릉시 옥천동 163-1,강원 강릉시 경강로 2129,37.75695756,128.8991645,033-922-7582
동물병원,봄동물병원,강원 홍천군 홍천읍 연봉리 206-17,강원 홍천군 홍천읍 무궁화로 44,37.68363736,127.8738974,033-436-7582
동물병원,삼성종합동물병원,강원 원주시 태장동 1037-12,강원 원주시 현충로 278,37.37828562,127.9494881,033-732-1275
동물병원,삼척동물병원,강원 삼척시 정상동 241-3,강원 삼척시 오십천로 558-1,37.43407821,129.1772053,033-574-0075
동물병원,샘마루동물병원,"강원 원주시 지정면 신지정로 153-46, 1층",,37.37488369,127.8809692,033-747-5002
동물병원,설악동물병원,강원 속초시 교동 800-1,강원 속초시 동해대로 4308,38.20025233,128.5709125,033-631-6638
동물병원,성일동물병원,강원 철원군 동송읍 이평리 853-38,강원 철원군 동송읍 금학로 240-1,38.20991916,127.2172647,033-455-8943
동물병원,속초동물의료센터,강원 속초시 교동 741-5,강원 속초시 수복로 69,38.19891948,128.5772801,033-638-0075
동물병원,속초삼성동물병원,강원 속초시 청학동 634-11,강원 속초시 번영로 56,38.20494584,128.5840778,033-636-0305
동물병원,신흥동물병원,강원 홍천군 홍천읍 신장대리 13-1,강원 홍천군 홍천읍 번영로 61-1,37.69047033,127.887207,033-434-2206
동물병원,아리동물병원,강원 화천군 화천읍 아리 110-4,강원 화천군 화천읍 가손이길 36,38.10006798,127.7261631,033-442-7990
동물병원,아이즈동물병원,강원 강릉시 옥천동 285-2,강원 강릉시 옥가로 22,37.7582074,128.899471,033-646-8841
동물병원,애견종합동물병원,강원 강릉시 옥천동 168-4,강원 강릉시 경강로 2130,37.75655035,128.899418,033-647-8575
동물병원,열린동물병원,강원 원주시 무실동 1734-4,강원 원주시 만대공원길 8-10,37.33714674,127.9288536,033-743-6466
동물병원,와수대화동물병원,강원 철원군 서면 와수리 1139-3,강원 철원군 서면 와수1로 7-1,38.23775994,127.4365305,033-458-4558
동물병원,우리동물병원,강원 홍천군 홍천읍 진리 22-9,강원 홍천군 홍천읍 홍천로 420,37.69191423,127.8909661,033-436-7502
동물병원,우리동물병원,강원 춘천시 동내면 거두리 926-5,강원 춘천시 동내면 춘천순환로 70,37.85534539,127.751658,033-263-7502
동물병원,원주24시스카이동물메디컬센터,강원 원주시 단구동 1599-6,강원 원주시 서원대로 502,37.32494362,127.9583035,0507-1366-9975
동물병원,원주동물병원,강원 원주시 단계동 826-12,강원 원주시 천사로 79,37.34756897,127.9336014,033-743-8882
동물병원,위드동물병원,강원 강릉시 홍제동 1026-5,강원 강릉시 선수촌로63번길 18-7,37.75704766,128.8683395,033-645-5575
동물병원,윤성철동물병원,강원 홍천군 홍천읍 신장대리 31-1,강원 홍천군 홍천읍 홍천로 381,37.68996943,127.8875268,033-435-6995
동물병원,인제종합동물병원,강원 인제군 인제읍 남북리 810-5,강원 인제군 인제읍 비봉로44번길 70,38.06192532,128.1682389,033-461-3960
동물병원,제일동물병원,강원 원주시 평원로 29 (중앙동),,37.34906212,127.9524497,033-741-5125
동물병원,조광동물병원,강원 속초시 교동 826-4,강원 속초시 만천2길 17-4,38.19839889,128.5765565,033-631-5848
동물병원,조은 동물병원,"강원 원주시 로아노크로 8, 1층 (단계동)",,37.3439999,127.9272135,033-742-8475
동물병원,주주동물병원,강원 강릉시 입암동 596-1,강원 강릉시 성덕포남로 105,37.76299141,128.9146523,033-652-0075
동물병원,중앙가축병원 원주대리점,강원 원주시 단계동 924-15,강원 원주시 한지공원길 212,37.3383379,127.9318154,033-735-1482
동물병원,중앙동물병원,강원 강릉시 주문진읍 교항리 48-218,강원 강릉시 주문진읍 연주로 308-1,37.87993591,128.8267844,
동물병원,쥬쥬동물병원,강원 동해시 효가동 162-53,강원 동해시 지양길 6,37.49296704,129.10818,033-522-3313
동물병원,춘천축산농협양구지점동물병원,강원 양구군 양구읍 상리 269-5,강원 양구군 양구읍 중앙길 33-6,38.10593547,127.9896029,
동물병원,태백동물병원,강원 태백시 황지동 240-8,강원 태백시 번영로 212,37.16237564,128.9851583,033-553-3622
동물병원,튼튼동물병원,강원 철원군 갈말읍 문혜리 681-16,,38.17861259,127.3286521,033-452-9124
동물병원,패밀리동물병원,강원 원주시 반곡동 1875-4,강원 원주시 봄마중길 2-4,37.3255392,127.9812413,033-743-8119
동물병원,필동물병원,강원 동해시 천곡동 1077-5,강원 동해시 한섬로 61-1,37.52051987,129.1108721,033-534-7178
동물병원,하나동물병원,강원 춘천시 후평동 686-3,강원 춘천시 춘천로 287-1,37.88106006,127.7450038,033-243-7511
동물병원,하슬라동물병원,강원 강릉시 교동 1907-2,강원 강릉시 하슬라로 131,37.76179247,128.8733166,033-645-7585
동물병원,해든동물병원,"강원 원주시 천매봉길 21, 1층 (단구동)",,37.32205023,127.9437881,033-762-9944
동물병원,행복드림동물병원,강원 원주시 단계동 1107-7,강원 원주시 천사로 23-17,37.34980571,127.9276904,033-744-7585
동물병원,행복한종합동물병원,강원 강릉시 옥천동 166,강원 강릉시 경강로 2142,37.75729132,128.9002933,033-648-7533
동물병원,현대동물병원,강원 춘천시 후평동 677-21,강원 춘천시 춘천로 267,37.88002758,127.7429682,033-256-7582
동물병원,현대종합동물병원,"강원 원주시 지정면 신지정로 153-15, 1층",,37.3738171,127.879612,033-763-7509
동물병원,혜인종합동물병원,,강원 원주시 나비허리길 60 (단구동),37.32330546,127.9587541,033-766-1475
동물병원,호박동물병원,강원 속초시 청호동 1354-11,강원 속초시 설악금강대교로 20,38.19180999,128.59523,033-636-1114
동물병원,홍현관동물병원,강원 태백시 황지동 80-7,강원 태백시 황지로 80,37.16590301,128.991833,033-552-9117
